Payout Date,Issued By,Consignor,Total Payout,,,,,,,,,,,,,Category,,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,Category,
2025 Feb Leaf Earrings,14164,$15.00,$15.00,04-24-2025,,$11.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Jan Butterfly Earrings,14167,$15.00,$15.00,04-25-2025,,$11.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2025 Red Crane,14216,$15.00,$15.00,04-26-2025,,$11.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
Dainty green pepper earrings,14250,$12.00,$12.00,04-27-2025,,$9.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Feb Radish Earrings,14250,$15.00,$15.00,04-27-2025,,$11.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2025 Bok Choy Earrings,14250,$15.00,$15.00,04-27-2025,,$11.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Feb  Lobster Earrings,14251,$15.00,$15.00,04-27-2025,,$11.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Jan Panda Earrings,14262,$13.00,$13.00,04-27-2025,,$9.75,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2025 Beaded Flower Earrings,14326,$15.00,$15.00,04-29-2025,,$11.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2025 Celestial Earrings,14326,$16.00,$16.00,04-29-2025,,$12.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2025 Hot Air Balloon,14345,$16.00,$16.00,04-30-2025,,$12.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,,
,,,$698.00,$14.54,48,$523.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-30-2025,Annie Zhou,Natalie shawtysellz - 014,$216.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,
Denim embroidered rose grunge jeans,13580,$75.00,$75.00,04-03-2025,,$60.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
SALE juicy shorts,13630,$15.00,$15.00,04-05-2025,,$12.00,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,,,
SALE stussy v neck,13662,$20.00,$20.00,04-06-2025,,$16.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
white long bloomers,13696,$30.00,$30.00,04-06-2025,,$24.00,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,,,
SALE louis vuitton handmade  jeans,13716,$30.00,$30.00,04-07-2025,,$24.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
y2k red crash and burn diamante tee,13729,$25.00,$25.00,04-08-2025,,$20.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
super rare bumblebee juicy bag,13769,$200.00,$200.00,04-11-2025,,$160.00,Bags,,,,,,,,,,,,,,,,,,,,,,,,,
twilightcore usa made milkmaid top,13782,$38.00,$38.00,04-11-2025,,$30.40,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
Pink skull v neck graphic tee,13788,$25.00,$25.00,04-11-2025,,$20.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
mezzo piano xxs skirt,13836,$50.00,$50.00,04-13-2025,,$40.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
y2k roses foldover flare pants,13844,$25.00,$25.00,04-13-2025,,$20.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
vs pink gyaru glitter foldover shorts,13934,$33.00,$33.00,04-17-2025,,$26.40,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,,,
SALE forever 21 blouse,13991,$14.00,$14.00,04-19-2025,,$11.20,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
SALE blue velvet skirt,14022,$7.00,$7.00,04-19-2025,,$5.60,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
twilightcore hollister floral babydoll top,14148,$38.00,$38.00,04-24-2025,,$30.40,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
SALE broken juicy zip up,14207,$15.00,$15.00,04-26-2025,,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
faux fur trim knit vest,14249,$38.00,$38.00,04-27-2025,,$30.40,Vests,,,,,,,,,,,,,,,,,,,,,,,,,
gray y2k graphic bb tee,14288,$30.00,$30.00,04-27-2025,,$24.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
,,,$708.00,$39.33,18,$566.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-30-2025,Annie Zhou,Niko Perez - 03Y,$166.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,
pink laced slip dress,13536,$15.00,$15.00,04-02-2025,,$12.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,,
leather vest,13554,$15.00,$15.00,04-02-2025,,$12.00,Vests,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k skull hoodie,13573,$15.00,$15.00,04-03-2025,,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
2000s Reebok Glitter T shirt,13573,$15.00,$15.00,04-03-2025,,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
polo sport red blue and tan,13590,$15.00,$15.00,04-04-2025,,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
Z top t shirt,13616,$15.00,$15.00,04-05-2025,,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
New york Letterman jacket,13628,$15.00,$15.00,04-05-2025,,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K sexy shorts,13635,$15.00,$15.00,04-05-2025,,$12.00,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,,,
pink valor flower zip,13644,$15.00,$15.00,04-05-2025,,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
Tory burch knitted,13696,$15.00,$15.00,04-06-2025,,$12.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,,,
fem y2k pink long sleeve,13696,$15.00,$15.00,04-06-2025,,$12.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,
maui harley davidson t shirt,13736,$15.00,$15.00,04-08-2025,,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
Fly Emirates Soccer Jersey “Ranaldo”,13768,$15.00,$15.00,04-11-2025,,$12.00,Sportswear,,,,,,,,,,,,,,,,,,,,,,,,,
y2k eye lash long sleeve,13791,$15.00,$15.00,04-12-2025,,$12.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k yaso jeans size 28,13820,$15.00,$15.00,04-12-2025,,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
black bomber zip up,13865,$15.00,$15.00,04-13-2025,,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
polo ralph lauren zip up hoodie,13870,$15.00,$15.00,04-14-2025,,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
y2k angel wings long sleeve,13873,$15.00,$15.00,04-14-2025,,$12.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,
polo jeans zip hoodie,13878,$15.00,$15.00,04-14-2025,,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
2000s nike track pants,13908,$15.00,$15.00,04-15-2025,,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
blue soccer jersey,13908,$15.00,$15.00,04-15-2025,,$12.00,Sportswear,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k vision Zip up hoodie,13916,$15.00,$15.00,04-16-2025,,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
Polo jeans Knitted 1/4 zip,13936,$15.00,$15.00,04-17-2025,,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
Fem dress shirt,13947,$15.00,$15.00,04-18-2025,,$12.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k bleach print Fem top,13952,$15.00,$15.00,04-18-2025,,$12.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
red slip top,13981,$15.00,$15.00,04-19-2025,,$12.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
y2k fem knitted hoodies,14006,$15.00,$15.00,04-19-2025,,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
U.s polo #3 long sleeve,14031,$15.00,$15.00,04-19-2025,,$12.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k button up,14038,$15.00,$15.00,04-19-2025,,$12.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k olive green fem long sleeve,14051,$15.00,$15.00,04-19-2025,,$12.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,
Fem slick flair pants,14064,$15.00,$15.00,04-20-2025,,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
red suede skirt,14088,$15.00,$15.00,04-20-2025,,$12.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
Fem polo jeans zip,14097,$15.00,$15.00,04-21-2025,,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k white fem long sleeve,14117,$15.00,$15.00,04-22-2025,,$12.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,
zip up bomber jacket,14202,$15.00,$15.00,04-26-2025,,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k paris fem top,14215,$15.00,$15.00,04-26-2025,,$12.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
it’s my world fem top,14243,$15.00,$15.00,04-27-2025,,$12.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
2000s nautica zip up bomber,14248,$15.00,$15.00,04-27-2025,,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
North face Zip up,14255,$15.00,$15.00,04-27-2025,,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
Fem plaid top,14295,$15.00,$15.00,04-27-2025,,$12.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,,,
Italia Hoodie,14310,$15.00,$15.00,04-28-2025,,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
70s floral dress,14320,$15.00,$15.00,04-28-2025,,$12.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,,
Yaso jeans,14342,$15.00,$15.00,04-30-2025,,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,$645.00,$15.00,43,$516.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-30-2025,Annie Zhou,Sabrina Chan - 03I,$417.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate checkered button up,13640,$28.00,$28.00,04-05-2025,,$21.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,,,
fitted tank with textured neckline - office siren vibes,13647,$26.00,$26.00,04-05-2025,,$19.50,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
office siren flutter collar top,13655,$24.00,$24.00,04-05-2025,,$18.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
off the shoulder green top,13655,$26.00,$26.00,04-05-2025,,$19.50,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
handmade keychain - every piece is one-of-one!,13712,$16.00,$16.00,04-06-2025,,$12.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
deadstock flirt long sleeve,13743,$26.00,$26.00,04-09-2025,,$19.50,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,
slouchy fit striped button up,13808,$24.00,$24.00,04-12-2025,,$18.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,,,
paisley + cheetah collared top,13881,$24.00,$24.00,04-14-2025,,$18.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,,,
button up cardigan sweater,13924,$30.00,$30.00,04-17-2025,,$22.50,Sweaters,,,,,,,,,,,,,,,,,,,,,,,,,
cottagecore embroidered vest,13947,$26.00,$26.00,04-18-2025,,$19.50,Vests,,,,,,,,,,,,,,,,,,,,,,,,,
ANNI DEAL,13998,$15.00,$15.00,04-19-2025,,$11.25,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
STEALS $10,14004,$10.00,$10.00,04-19-2025,,$7.50,Sweaters,,,,,,,,,,,,,,,,,,,,,,,,,
handmade keychain - every piece is one-of-one!,14010,$16.00,$16.00,04-19-2025,,$12.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
y2k shirt with  patchwork style prints,14013,$26.00,$26.00,04-19-2025,,$19.50,Button Ups,,,,,,,,,,,,,,,,,,,,,,,,,
ANNI DEAL,14058,$5.00,$5.00,04-20-2025,,$3.75,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
ANNI DEAL,14114,$10.00,$10.00,04-21-2025,,$7.50,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
silver lace long sleeve,14144,$28.00,$28.00,04-23-2025,,$21.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,,
handmade paracord bag charm,14145,$16.00,$16.00,04-23-2025,,$12.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
y2k mesh fancy dress,14163,$56.00,$56.00,04-24-2025,,$42.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,,
handmade paracord bag charm,14187,$16.00,$16.00,04-25-2025,,$12.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
slinky silver turtleneck,14235,$26.00,$26.00,04-26-2025,,$19.50,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
handmade phone charm,14284,$12.00,$12.00,04-27-2025,,$9.00,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
green cargo zipper maxi skirt,14307,$42.00,$42.00,04-27-2025,,$31.50,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
off the shoulder with buckle neckline,14329,$28.00,$28.00,04-29-2025,,$21.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
,,,$556.00,$23.17,24,$417.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-30-2025,Annie Zhou,Vivian Homie SF - 02Q,$214.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,13544,$5.00,$5.00,04-02-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Jollibee Chickenjoy Sticker,13561,$5.00,$5.00,04-03-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Cookie Zimomo Sticker,13577,$5.00,$5.00,04-03-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,13611,$5.00,$5.00,04-05-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Smiski Mini Charm,13621,$10.00,$10.00,04-05-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Flight Tag,13622,$8.00,$8.00,04-05-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
Calcifer Mini Charm,13656,$10.00,$10.00,04-05-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboy Snoopy Sticker Sheet,13678,$7.00,$7.00,04-06-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboy Snoopy Sticker Sheet,13689,$7.00,$7.00,04-06-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Hues of Labubu Sticker Sheet,13694,$7.00,$7.00,04-06-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Cookie Zimomo Sticker,13707,$5.00,$5.00,04-06-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Bunny Woven Keychain,13723,$8.00,$8.00,04-07-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
Dancing Jollibee Woven Keychain,13723,$8.00,$8.00,04-07-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Snorlax Flight Tag,13723,$8.00,$8.00,04-07-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
Calcifer Mini Charm,13770,$10.00,$10.00,04-11-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,13805,$5.00,$5.00,04-12-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,13823,$5.00,$5.00,04-12-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Jollibee Sticker,13838,$5.00,$5.00,04-13-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,13838,$5.00,$5.00,04-13-2025,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Flight Tag,13838,$8.00,$8.00,04-13-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Jollibee Chickenjoy Sticker,13838,$5.00,$5.00,04-13-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Dancing Jollibee Woven Keychain,13838,$8.00,$8.00,04-13-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Sticker,13864,$5.00,$5.00,04-13-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Smiski Mini Charm,13872,$10.00,$10.00,04-14-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
Hues of Labubu Sticker Sheet,13893,$7.00,$7.00,04-15-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Smiski At Work Sticker Sheet,13893,$7.00,$7.00,04-15-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Hues of Labubu Sticker Sheet,13914,$7.00,$7.00,04-16-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Snoopy Camping Sticker Sheet,13918,$7.00,$7.00,04-16-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,13919,$5.00,$5.00,04-17-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Snoopy Camping Sticker Sheet,13951,$7.00,$7.00,04-18-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,13951,$5.00,$5.00,04-18-2025,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bears - Painted Ladies Print,13951,$5.00,$5.00,04-18-2025,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,,
Hues of Labubu Sticker Sheet,13966,$7.00,$7.00,04-18-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Calcifer Mini Charm,13973,$10.00,$10.00,04-19-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboy Snoopy Sticker Sheet,13996,$7.00,$7.00,04-19-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Snoopy Camping Sticker Sheet,14002,$7.00,$7.00,04-19-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,14002,$5.00,$5.00,04-19-2025,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Labubu Mini Charm,14010,$10.00,$10.00,04-19-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Labubu Mini Charm,14011,$10.00,$10.00,04-19-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
Smiski At Work Sticker Sheet,14012,$7.00,$7.00,04-19-2025,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Labubu Mini Charm,14043,$10.00,$10.00,04-19-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,14056,$5.00,$5.00,04-20-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,14056,$5.00,$5.00,04-20-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Hula Smiski Mini Charm,14100,$10.00,$10.00,04-21-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,14128,$5.00,$5.00,04-22-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Jollibee Chickenjoy Sticker,14139,$5.00,$5.00,04-23-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,14199,$5.00,$5.00,04-26-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,14216,$5.00,$5.00,04-26-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Sutro Tower Print,14229,$5.00,$5.00,04-26-2025,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Snorlax Flight Tag,14272,$8.00,$8.00,04-27-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamoroll Baby Sticker,14273,$5.00,$5.00,04-27-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Cookie Zimomo Sticker,14285,$5.00,$5.00,04-27-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,14285,$5.00,$5.00,04-27-2025,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,,
Buff Snorlax Flight Tag,14325,$8.00,$8.00,04-29-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Bunny Woven Keychain,14327,$8.00,$8.00,04-29-2025,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Labubu Mini Charm,14328,$10.00,$10.00,04-29-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cherry Blossom Print,14335,$5.00,$5.00,04-29-2025,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,,
,,,$386.00,$6.77,$57.00,$289.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-30-2025,Annie Zhou,Zibo YearNotes - 00F,"$1,150.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,
y2k jeans,13532,$45.00,$45.00,04-01-2025,,$36.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,13551,$45.00,$45.00,04-02-2025,,$36.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
white y2k top,13560,$20.00,$20.00,04-03-2025,,$16.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
June Rose gold necklace,13567,$18.00,$18.00,04-03-2025,,$14.40,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 05,13568,$18.00,$18.00,04-03-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
Juicy Couture pink hoodie,13574,$68.00,$68.00,04-03-2025,,$54.40,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
white flower lingerie dress,13591,$19.00,$19.00,04-04-2025,,$15.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
DKNY denim Skirt,13593,$30.00,$30.00,04-04-2025,,$24.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
glima gray shirt,13600,$26.00,$26.00,04-04-2025,,$20.80,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
miss me jeans 04,13601,$78.00,$78.00,04-04-2025,,$62.40,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
studio hat-pink,13604,$18.00,$18.00,04-04-2025,,$14.40,Hats,,,,,,,,,,,,,,,,,,,,,,,,,
brown silk open back halter top,13618,$35.00,$35.00,04-05-2025,,$28.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
brown crossbody suede bag,13627,$35.00,$35.00,04-05-2025,,$28.00,Bags,,,,,,,,,,,,,,,,,,,,,,,,,
black knit skirt,13629,$38.00,$38.00,04-05-2025,,$30.40,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
VS black halter dress,13642,$23.00,$23.00,04-05-2025,,$18.40,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,13660,$18.00,$18.00,04-05-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
black lace tube,13663,$28.00,$28.00,04-06-2025,,$22.40,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
dark denim ruffle skirt,13663,$40.00,$40.00,04-06-2025,,$32.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K donna karan red t-shirt,13681,$34.00,$34.00,04-06-2025,,$27.20,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
black denim ruffle skort,13684,$40.00,$40.00,04-06-2025,,$32.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skirt,13688,$40.00,$40.00,04-06-2025,,$32.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
beige crochet dress,13693,$40.00,$40.00,04-06-2025,,$32.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,,
dickies brown pants,13693,$38.00,$38.00,04-06-2025,,$30.40,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,13698,$18.00,$18.00,04-06-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
Juicy Couture  pants,13701,$45.00,$45.00,04-06-2025,,$36.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,13705,$45.00,$45.00,04-06-2025,,$36.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
etam brown skirt,13717,$30.00,$30.00,04-07-2025,,$24.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
gray pleated skort,13719,$40.00,$40.00,04-07-2025,,$32.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 02,13725,$18.00,$18.00,04-07-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,13742,$45.00,$45.00,04-09-2025,,$36.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
leopard fur bag,13755,$30.00,$30.00,04-09-2025,,$24.00,Bags,,,,,,,,,,,,,,,,,,,,,,,,,
miss me jeans,13760,$78.00,$78.00,04-10-2025,,$62.40,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
F2-A342 skirt,13767,$25.00,$25.00,04-11-2025,,$20.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
